Tumor_Sample_Barcode	frac	sample	min_alt
TCGA-QR-A6GR-01A-11D-A35D-08	0.00675961132234896	Normal	Min depth = 5
TCGA-QR-A6GS-01A-11D-A35D-08	0.00681996499486994	Normal	Min depth = 5
TCGA-QR-A6GT-01A-11D-A35D-08	0.0153298328203271	Normal	Min depth = 5
TCGA-QR-A6GU-01A-11D-A35D-08	0.136157885207315	Normal	Min depth = 5
TCGA-QR-A6GW-01A-11D-A35D-08	0.0542579515963546	Normal	Min depth = 5
TCGA-QR-A6GX-01A-11D-A35D-08	0.0926428873196934	Normal	Min depth = 5
TCGA-QR-A6GY-01A-11D-A35D-08	0.00265556159092281	Normal	Min depth = 5
TCGA-QR-A6GZ-01A-11D-A35D-08	0.0405576679340938	Normal	Min depth = 5
TCGA-QR-A6H0-01A-11D-A35D-08	0.121009113404551	Normal	Min depth = 5
TCGA-QR-A6H1-01A-11D-A35D-08	0.0662683324280283	Normal	Min depth = 5
TCGA-QR-A6H2-01A-11D-A35D-08	0.0971694127587664	Normal	Min depth = 5
TCGA-QR-A6H3-01A-11D-A35D-08	0.0568531595147565	Normal	Min depth = 5
TCGA-QR-A6H4-01A-11D-A35D-08	0.046713742531233	Normal	Min depth = 5
TCGA-QR-A6H5-01A-11D-A35D-08	0.11847425915867	Normal	Min depth = 5
TCGA-QR-A6H6-01A-11D-A35D-08	0.0674150522059267	Normal	Min depth = 5
TCGA-QR-A6ZZ-01A-11D-A35D-08	0.0655440883577766	Normal	Min depth = 5
TCGA-QR-A700-01A-11D-A35D-08	0.0121914418492365	Normal	Min depth = 5
TCGA-QR-A702-01A-11D-A35D-08	0.0235982859557004	Normal	Min depth = 5
TCGA-QR-A703-01A-11D-A35D-08	0.00525076950932464	Normal	Min depth = 5
TCGA-QR-A705-01A-11D-A35D-08	0.0558271470818999	Normal	Min depth = 5
TCGA-QR-A706-01A-11D-A35D-08	0.424648439857565	Normal	Min depth = 5
TCGA-QR-A707-01A-11D-A35D-08	0.0129156859194882	Normal	Min depth = 5
TCGA-QR-A708-01A-11D-A35D-08	0.0548614883215644	Normal	Min depth = 5
TCGA-QR-A70A-01A-11D-A35D-08	0.0150280644577223	Normal	Min depth = 5
TCGA-QR-A70C-01A-21D-A35D-08	0.022270505160239	Normal	Min depth = 5
TCGA-QR-A70D-01A-11D-A35D-08	0.158488744040075	Normal	Min depth = 5
TCGA-QR-A70E-01A-11D-A35D-08	0.122699016235138	Normal	Min depth = 5
TCGA-QR-A70G-01B-11D-A35D-08	0.0721226386625626	Normal	Min depth = 5
TCGA-QR-A70H-01A-12D-A35D-08	0.147866497676384	Normal	Min depth = 5
TCGA-QR-A70I-01A-11D-A35D-08	0.142374313476975	Normal	Min depth = 5
TCGA-QR-A70J-01A-11D-A35D-08	0.0380228136882129	Normal	Min depth = 5
TCGA-QR-A70K-01A-12D-A35D-08	0.177560504556702	Normal	Min depth = 5
TCGA-QR-A70M-01A-11D-A35D-08	0.0456273764258555	Normal	Min depth = 5
TCGA-QR-A70N-01A-12D-A35D-08	0.0298147142253606	Normal	Min depth = 5
TCGA-QR-A70O-01A-11D-A35D-08	0.0426096927998069	Normal	Min depth = 5
TCGA-QR-A70P-01A-11D-A35D-08	0.0292111775001509	Normal	Min depth = 5
TCGA-QR-A70Q-01A-13D-A35D-08	0.0984971935542278	Normal	Min depth = 5
TCGA-QR-A70R-01A-11D-A35D-08	0.436417405999155	Normal	Min depth = 5
TCGA-QR-A70T-01A-11D-A35D-08	0.140382642283783	Normal	Min depth = 5
TCGA-QR-A70U-01A-11D-A35D-08	0.11787072243346	Normal	Min depth = 5
TCGA-QR-A70V-01A-11D-A35D-08	0.10296336532078	Normal	Min depth = 5
TCGA-QR-A70W-01A-12D-A35D-08	0.0671736375158428	Normal	Min depth = 5
TCGA-QR-A70X-01A-11D-A35D-08	0.138149556400507	Normal	Min depth = 5
TCGA-QR-A7IN-01A-11D-A35D-08	0.327116905063673	Normal	Min depth = 5
TCGA-QR-A7IP-01A-11D-A35D-08	0.188906994990645	Normal	Min depth = 5
TCGA-QS-A5YQ-01A-11D-A31U-09	0.954010501539019	Normal	Min depth = 5
TCGA-QS-A5YR-01A-31D-A31U-09	0.906270746574929	Normal	Min depth = 5
TCGA-QS-A744-01A-11D-A34Q-09	0.89703663467922	Normal	Min depth = 5
TCGA-QS-A8F1-01A-21D-A37N-09	0.953769086848935	Normal	Min depth = 5
TCGA-QT-A5XJ-01A-11D-A35D-08	0.0548011346490434	Normal	Min depth = 5
TCGA-QT-A5XK-01A-11D-A35D-08	0.0192528215341904	Normal	Min depth = 5
TCGA-QT-A5XL-01A-11D-A35D-08	0.0112861367614219	Normal	Min depth = 5
TCGA-QT-A5XM-01A-11D-A35D-08	0.000181061017562919	Normal	Min depth = 5
TCGA-QT-A5XN-01A-11D-A35D-08	0.0105015390186493	Normal	Min depth = 5
TCGA-QT-A5XO-01A-11D-A35D-08	0.106524231999517	Normal	Min depth = 5
TCGA-QT-A5XP-01A-11D-A35D-08	0.00688031866739091	Normal	Min depth = 5
TCGA-QT-A69Q-01A-11D-A35D-08	0.115215160842537	Normal	Min depth = 5
TCGA-QT-A7U0-01A-11D-A35D-08	0.0354276057698111	Normal	Min depth = 5
TCGA-QU-A6IL-01A-11D-A31L-08	0.0028969762810067	Normal	Min depth = 5
TCGA-QU-A6IM-01A-11D-A31L-08	0.0251674814412457	Normal	Min depth = 5
TCGA-QU-A6IN-01A-11D-A31L-08	0.0255899571488925	Normal	Min depth = 5
TCGA-QU-A6IO-01A-11D-A31L-08	0.11660329531052	Normal	Min depth = 5
TCGA-QU-A6IP-01A-11D-A31L-08	0.0723640533526465	Normal	Min depth = 5
TCGA-R2-A69V-01A-11D-A32I-09	0.754843382219808	Normal	Min depth = 5
TCGA-R3-A69X-01A-22D-A30E-08	0.982859557004044	Normal	Min depth = 5
TCGA-R5-A7O7-01A-11D-A33T-08	0.0539561832337498	Normal	Min depth = 5
TCGA-R5-A7ZE-01B-11D-A34U-08	0.0413422656768664	Normal	Min depth = 5
TCGA-R5-A7ZF-01A-11D-A34U-08	0.138632385780675	Normal	Min depth = 5
TCGA-R5-A7ZI-01A-11D-A34U-08	0.0943931438228016	Normal	Min depth = 5
TCGA-R5-A7ZR-01A-11D-A34U-08	0.0555253787192951	Normal	Min depth = 5
TCGA-R5-A804-01A-11D-A364-08	0.0780976522421389	Normal	Min depth = 5
TCGA-R5-A805-01A-11D-A364-08	0.104713621823888	Normal	Min depth = 5
TCGA-R6-A6DN-01B-11D-A31U-09	0.865592371295793	Normal	Min depth = 5
TCGA-R6-A6DQ-01B-11D-A31U-09	0.471543243406361	Normal	Min depth = 5
TCGA-R6-A6KZ-01A-11D-A31U-09	0.636067354698533	Normal	Min depth = 5
TCGA-R6-A6L4-01A-11D-A31U-09	0.711750860039833	Normal	Min depth = 5
TCGA-R6-A6L6-01B-11D-A33E-09	0.73450419458024	Normal	Min depth = 5
TCGA-R6-A6XG-01B-11D-A33E-09	0.740237793469733	Normal	Min depth = 5
TCGA-R6-A6XQ-01B-11D-A33E-09	0.791719476130123	Normal	Min depth = 5
TCGA-R6-A6Y0-01B-11D-A33E-09	0.624298388556944	Normal	Min depth = 5
TCGA-R6-A6Y2-01B-11D-A33E-09	0.968797151306657	Normal	Min depth = 5
TCGA-R6-A8W5-01B-11D-A37C-09	0.967167602148591	Normal	Min depth = 5
TCGA-R6-A8W8-01B-11D-A37C-09	0.795219989136339	Normal	Min depth = 5
TCGA-R6-A8WC-01A-11D-A37C-09	0.988894924256141	Normal	Min depth = 5
TCGA-R6-A8WG-01A-11D-A37C-09	0.828474862695395	Normal	Min depth = 5
TCGA-R8-A6MK-01A-11D-A32B-08	0.18425976220653	Normal	Min depth = 5
TCGA-R8-A6ML-01A-11D-A32B-08	0.29283601907176	Normal	Min depth = 5
TCGA-R8-A6MO-01A-11D-A33T-08	0.575472267487477	Normal	Min depth = 5
TCGA-R8-A6YH-01A-21D-A32B-08	0.36664856056491	Normal	Min depth = 5
TCGA-R8-A73M-01A-11D-A32B-08	0.348119983100972	Normal	Min depth = 5
TCGA-RA-A741-01A-11D-A33O-09	0.763534311062828	Normal	Min depth = 5
TCGA-RB-A7B8-01A-12D-A33T-08	0.0240207616633472	Normal	Min depth = 5
TCGA-RB-AA9M-01A-11D-A397-08	0.0855211539622186	Normal	Min depth = 5
TCGA-RC-A6M3-01A-11D-A32G-10	0.999577524292353	Normal	Min depth = 5
TCGA-RC-A6M4-01A-11D-A32G-10	0.998551511859497	Normal	Min depth = 5
TCGA-RC-A6M5-01A-11D-A32G-10	0.996620194338826	Normal	Min depth = 5
TCGA-RC-A6M6-01A-11D-A32G-10	0.990041644034039	Normal	Min depth = 5
TCGA-RC-A7S9-01A-11D-A33Q-10	0.998370450841934	Normal	Min depth = 5
TCGA-RC-A7SB-01A-21D-A34Z-10	0.999879292654958	Normal	Min depth = 5
TCGA-RC-A7SF-01A-11D-A34Z-10	0.999939646327479	Normal	Min depth = 5
TCGA-RC-A7SH-01A-11D-A382-10	0.999879292654958	Normal	Min depth = 5
TCGA-RC-A7SK-01A-11D-A34Z-10	0.999155048584706	Normal	Min depth = 5
TCGA-RD-A7BS-01A-11D-A32N-08	0.999939646327479	Normal	Min depth = 5
TCGA-RD-A7BT-01A-11D-A33T-08	0.0695877844166818	Normal	Min depth = 5
TCGA-RD-A7BW-01A-11D-A32N-08	0.999879292654958	Normal	Min depth = 5
TCGA-RD-A7C1-01A-11D-A32N-08	0.99873257287706	Normal	Min depth = 5
TCGA-RD-A8MV-01A-11D-A364-08	0.0159937232180578	Normal	Min depth = 5
TCGA-RD-A8MW-01A-11D-A364-08	0.0285472871024202	Normal	Min depth = 5
TCGA-RD-A8N0-01A-12D-A364-08	0	Normal	Min depth = 5
TCGA-RD-A8N1-01A-12D-A364-08	0.00615607459713924	Normal	Min depth = 5
TCGA-RD-A8N2-01A-12D-A364-08	0.0125535638843624	Normal	Min depth = 5
TCGA-RD-A8N4-01A-21D-A364-08	0.0146659424225964	Normal	Min depth = 5
TCGA-RD-A8N5-01A-12D-A364-08	0.0360311424950208	Normal	Min depth = 5
TCGA-RD-A8N6-01A-11D-A364-08	0.00295732995352767	Normal	Min depth = 5
TCGA-RD-A8N9-01A-12D-A397-08	0.0952984489106162	Normal	Min depth = 5
TCGA-RD-A8NB-01A-12D-A397-08	0.15009958355966	Normal	Min depth = 5
TCGA-RE-A7BO-01A-11D-A33E-09	0.656647957028185	Normal	Min depth = 5
TCGA-RG-A7D4-01A-12D-A33Q-10	0.962520369364476	Normal	Min depth = 5
TCGA-RL-AAAS-01A-32D-A397-08	0.0108033073812541	Normal	Min depth = 5
TCGA-RM-A68T-01A-11D-A35D-08	0.0776148228619711	Normal	Min depth = 5
TCGA-RM-A68W-01A-11D-A35D-08	0.0273402136520007	Normal	Min depth = 5
TCGA-RN-A68Q-01A-11D-A307-09	0.888888888888889	Normal	Min depth = 5
TCGA-RN-AAAQ-01A-21D-A38Z-09	0.99873257287706	Normal	Min depth = 5
TCGA-RP-A690-06A-11D-A30X-08	0.000784597742772648	Normal	Min depth = 5
TCGA-RP-A693-06A-13D-A30X-08	0.00482829380167783	Normal	Min depth = 5
TCGA-RP-A694-06A-11D-A30X-08	0.0138209910073028	Normal	Min depth = 5
TCGA-RP-A695-06A-11D-A30X-08	0.00337980566117448	Normal	Min depth = 5
TCGA-RP-A6K9-06A-41D-A34U-08	0.00277626893596475	Normal	Min depth = 5
TCGA-RQ-A68N-01A-11D-A31X-10	0.698774820447824	Normal	Min depth = 5
TCGA-RQ-A6JB-01A-11D-A31X-10	0.730460498521335	Normal	Min depth = 5
TCGA-RQ-AAAT-01A-11D-A38X-10	0.999879292654958	Normal	Min depth = 5
TCGA-RR-A6KA-01A-21D-A33T-08	0.0328927515239302	Normal	Min depth = 5
TCGA-RR-A6KB-01A-12D-A33T-08	0.0295129458627557	Normal	Min depth = 5
TCGA-RR-A6KC-01A-31D-A33T-08	0.09801436417406	Normal	Min depth = 5
TCGA-RS-A6TO-01A-32D-A34J-08	0.159816524835536	Normal	Min depth = 5
TCGA-RS-A6TP-01A-12D-A34J-08	0.296759007785624	Normal	Min depth = 5
TCGA-RT-A6Y9-01A-12D-A35D-08	0.622910254088961	Normal	Min depth = 5
TCGA-RT-A6YA-01A-12D-A35D-08	0.175025650310821	Normal	Min depth = 5
TCGA-RT-A6YC-01A-12D-A35D-08	0.0102601243285654	Normal	Min depth = 5
TCGA-RU-A8FL-01A-11D-A36X-10	0.999879292654958	Normal	Min depth = 5
TCGA-RW-A67V-01A-11D-A35D-08	0.0296336532077977	Normal	Min depth = 5
TCGA-RW-A67W-01A-11D-A35D-08	0.0741143098557547	Normal	Min depth = 5
TCGA-RW-A67X-01A-11D-A35D-08	0.238759128492969	Normal	Min depth = 5
TCGA-RW-A67Y-01A-11D-A35D-08	0.0383245820508178	Normal	Min depth = 5
TCGA-RW-A680-01A-11D-A35D-08	0.0459894984609814	Normal	Min depth = 5
TCGA-RW-A681-01A-11D-A35D-08	0.0138209910073028	Normal	Min depth = 5
TCGA-RW-A684-01A-12D-A35D-08	0	Normal	Min depth = 5
TCGA-RW-A685-01A-11D-A35D-08	0.195545898967952	Normal	Min depth = 5
TCGA-RW-A686-01A-11D-A35D-08	0.0131571006095721	Normal	Min depth = 5
TCGA-RW-A688-01A-11D-A35D-08	0.00392298871386324	Normal	Min depth = 5
TCGA-RW-A689-01A-11D-A35D-08	0.00428511074898908	Normal	Min depth = 5
TCGA-RW-A68A-01A-11D-A35D-08	0.107670951777416	Normal	Min depth = 5
TCGA-RW-A68B-01A-11D-A35D-08	0.117025771018166	Normal	Min depth = 5
TCGA-RW-A68C-01A-11D-A35D-08	0.150159937232181	Normal	Min depth = 5
TCGA-RW-A68D-01A-11D-A35D-08	0.0517230973504738	Normal	Min depth = 5
TCGA-RW-A68F-01A-11D-A35D-08	0.0211841390548615	Normal	Min depth = 5
TCGA-RW-A68G-01A-11D-A35D-08	0.123181845615306	Normal	Min depth = 5
TCGA-RW-A7CZ-01A-11D-A35D-08	0.0350051300621643	Normal	Min depth = 5
TCGA-RW-A7D0-01A-11D-A35D-08	0.888707827871326	Normal	Min depth = 5
TCGA-RW-A8AZ-01A-11D-A35D-08	0.0125535638843624	Normal	Min depth = 5
TCGA-RX-A8JQ-01A-11D-A35D-08	0.0883577765707043	Normal	Min depth = 5
TCGA-RY-A83X-01A-11D-A36O-08	0.00368157402377935	Normal	Min depth = 5
TCGA-RY-A83Y-01A-11D-A36O-08	0.0236586396282214	Normal	Min depth = 5
TCGA-RY-A83Z-01A-11D-A36O-08	0.0164765525982256	Normal	Min depth = 5
TCGA-RY-A840-01A-11D-A36O-08	0.0139416983523447	Normal	Min depth = 5
TCGA-RY-A843-01A-11D-A36O-08	0.0106826000362122	Normal	Min depth = 5
TCGA-RY-A845-01A-11D-A36O-08	0.00247450057335989	Normal	Min depth = 5
TCGA-RY-A847-01A-11D-A36O-08	0.0051300621642827	Normal	Min depth = 5
TCGA-RZ-AB0B-01A-11D-A39W-08	0.139658398213531	Normal	Min depth = 5
TCGA-S2-AA1A-01A-12D-A397-08	0.196752972418372	Normal	Min depth = 5
TCGA-S3-A6ZF-01A-32D-A32I-09	0.809342748506247	Normal	Min depth = 5
TCGA-S3-A6ZG-01A-22D-A32I-09	0.650190114068441	Normal	Min depth = 5
TCGA-S3-A6ZH-01A-22D-A32I-09	0.650552236103567	Normal	Min depth = 5
TCGA-S3-AA0Z-01A-11D-A41F-09	0.994990645180759	Normal	Min depth = 5
TCGA-S3-AA10-01A-21D-A41F-09	0.938016778320961	Normal	Min depth = 5
TCGA-S3-AA11-01A-31D-A41F-09	0.920755627979963	Normal	Min depth = 5
TCGA-S3-AA12-01A-11D-A41F-09	0.950328927515239	Normal	Min depth = 5
TCGA-S3-AA14-01A-11D-A41F-09	0.996801255356388	Normal	Min depth = 5
TCGA-S3-AA15-01A-11D-A41F-09	0.981954251916229	Normal	Min depth = 5
TCGA-S3-AA17-01A-11D-A41F-09	0.940249864204237	Normal	Min depth = 5
TCGA-S4-A8RM-01A-11D-A377-08	0	Normal	Min depth = 5
TCGA-S4-A8RO-01A-12D-A377-08	0.00410404973142616	Normal	Min depth = 5
TCGA-S4-A8RP-01A-11D-A36O-08	0.0196149435693162	Normal	Min depth = 5
TCGA-S5-A6DX-01A-11D-A31L-08	0.142555374494538	Normal	Min depth = 5
TCGA-S5-AA26-01A-11D-A38G-08	0.190234775786107	Normal	Min depth = 5
TCGA-S6-A8JW-01A-11D-A435-10	0.999879292654958	Normal	Min depth = 5
TCGA-S6-A8JX-01A-11D-A435-10	0.994568169473112	Normal	Min depth = 5
TCGA-S6-A8JY-01A-11D-A435-10	0.999879292654958	Normal	Min depth = 5
TCGA-S7-A7WL-01A-11D-A35I-08	0.0251071277687247	Normal	Min depth = 5
TCGA-S7-A7WM-01A-12D-A35I-08	0.0107429537087332	Normal	Min depth = 5
TCGA-S7-A7WN-01A-12D-A35I-08	0.0129760395920092	Normal	Min depth = 5
TCGA-S7-A7WO-01A-11D-A35I-08	0.0309010803307381	Normal	Min depth = 5
TCGA-S7-A7WP-01A-11D-A35I-08	0.00983764862091858	Normal	Min depth = 5
TCGA-S7-A7WQ-01A-12D-A35I-08	0.232240931860704	Normal	Min depth = 5
TCGA-S7-A7WR-01A-11D-A35I-08	0.00663890397730702	Normal	Min depth = 5
TCGA-S7-A7WT-01A-12D-A35I-08	0.00464723278411491	Normal	Min depth = 5
TCGA-S7-A7WU-01A-11D-A35I-08	0	Normal	Min depth = 5
TCGA-S7-A7WV-01A-11D-A35I-08	0.0185889311364597	Normal	Min depth = 5
TCGA-S7-A7WW-01A-11D-A35I-08	0.14146900838916	Normal	Min depth = 5
TCGA-S7-A7WX-01A-11D-A35I-08	0.0304786046230913	Normal	Min depth = 5
TCGA-S7-A7X0-01A-12D-A35I-08	0.077976944897097	Normal	Min depth = 5
TCGA-S7-A7X1-01A-11D-A35I-08	0.265797573782365	Normal	Min depth = 5
TCGA-S7-A7X2-01A-12D-A35I-08	0.0201581266220049	Normal	Min depth = 5
TCGA-S8-A6BV-01A-21D-A31U-09	0.447462128070493	Normal	Min depth = 5
TCGA-S8-A6BW-01A-11D-A31U-09	0.306234534371417	Normal	Min depth = 5
TCGA-S9-A6TS-01A-12D-A33T-08	0.0386867040859436	Normal	Min depth = 5
TCGA-S9-A6TU-01A-12D-A32B-08	0.0416440340394713	Normal	Min depth = 5
TCGA-S9-A6TV-01A-12D-A34J-08	0.19542519162291	Normal	Min depth = 5
TCGA-S9-A6TW-01A-12D-A32B-08	0.0766491641016356	Normal	Min depth = 5
TCGA-S9-A6TX-01A-21D-A32B-08	0.031082141348301	Normal	Min depth = 5
TCGA-S9-A6TY-01A-12D-A32B-08	0.024563944716036	Normal	Min depth = 5
TCGA-S9-A6TZ-01A-21D-A32B-08	0.216911099040377	Normal	Min depth = 5
TCGA-S9-A6U0-01A-12D-A32B-08	0.128372261452109	Normal	Min depth = 5
TCGA-S9-A6U1-01A-21D-A33T-08	0.419458024020762	Normal	Min depth = 5
TCGA-S9-A6U2-01A-21D-A33T-08	0.187096384815016	Normal	Min depth = 5
TCGA-S9-A6U5-01A-12D-A33T-08	0.281067052930171	Normal	Min depth = 5
TCGA-S9-A6U6-01A-12D-A33T-08	0.27418673426278	Normal	Min depth = 5
TCGA-S9-A6U8-01A-21D-A33T-08	0.423562073752188	Normal	Min depth = 5
TCGA-S9-A6U9-01A-11D-A32B-08	0.0605347335385358	Normal	Min depth = 5
TCGA-S9-A6UA-01A-12D-A33T-08	0.195726959985515	Normal	Min depth = 5
TCGA-S9-A6UB-01A-21D-A33T-08	0.157160963244613	Normal	Min depth = 5
TCGA-S9-A6WE-01A-12D-A33T-08	0.0838312511316314	Normal	Min depth = 5
TCGA-S9-A6WG-01A-11D-A33T-08	0.0666304544631541	Normal	Min depth = 5
TCGA-S9-A6WH-01A-12D-A33T-08	0.297966081236043	Normal	Min depth = 5
TCGA-S9-A6WI-01A-21D-A33T-08	0.781519705474078	Normal	Min depth = 5
TCGA-S9-A6WL-01A-21D-A33T-08	0.233206590621039	Normal	Min depth = 5
TCGA-S9-A6WM-01A-12D-A33T-08	0.41873377995051	Normal	Min depth = 5
TCGA-S9-A6WN-01A-12D-A33T-08	0.156557426519404	Normal	Min depth = 5
TCGA-S9-A6WO-01A-21D-A34A-08	0.0363329108576257	Normal	Min depth = 5
TCGA-S9-A6WP-01A-12D-A34A-08	0.035548313114853	Normal	Min depth = 5
TCGA-S9-A6WQ-01A-12D-A34A-08	0.0506970849176172	Normal	Min depth = 5
TCGA-S9-A7IQ-01A-21D-A34A-08	0.0121914418492365	Normal	Min depth = 5
TCGA-S9-A7IS-01A-11D-A34A-08	0.020097772949484	Normal	Min depth = 5
TCGA-S9-A7IX-01A-12D-A34A-08	0.0871507031202849	Normal	Min depth = 5
TCGA-S9-A7IY-01A-11D-A34A-08	0.158428390367554	Normal	Min depth = 5
TCGA-S9-A7IZ-01A-11D-A34A-08	0.00452652543907297	Normal	Min depth = 5
TCGA-S9-A7J0-01A-11D-A34A-08	0.0164765525982256	Normal	Min depth = 5
TCGA-S9-A7J1-01A-21D-A34J-08	0.0901080330738125	Normal	Min depth = 5
TCGA-S9-A7J2-01A-11D-A34A-08	0.0593880137606373	Normal	Min depth = 5
TCGA-S9-A7J3-01A-21D-A34J-08	0.0213048463999034	Normal	Min depth = 5
TCGA-S9-A7QW-01A-11D-A34A-08	0.0149677107852013	Normal	Min depth = 5
TCGA-S9-A7QX-01A-11D-A34A-08	0.0569738668597984	Normal	Min depth = 5
TCGA-S9-A7QY-01A-11D-A34A-08	0.0206409560021727	Normal	Min depth = 5
TCGA-S9-A7QZ-01A-12D-A34J-08	0.643973685798781	Normal	Min depth = 5
TCGA-S9-A7R1-01A-12D-A34J-08	0.0610779165912246	Normal	Min depth = 5
TCGA-S9-A7R2-01A-21D-A34J-08	0.769267909952321	Normal	Min depth = 5
TCGA-S9-A7R3-01A-11D-A34J-08	0.167843563280826	Normal	Min depth = 5
TCGA-S9-A7R4-01A-12D-A34J-08	0.250950570342205	Normal	Min depth = 5
TCGA-S9-A7R7-01A-11D-A34J-08	0.00663890397730702	Normal	Min depth = 5
TCGA-S9-A7R8-01A-11D-A34J-08	0.399420604743799	Normal	Min depth = 5
TCGA-S9-A89V-01A-11D-A36O-08	0.0302975436055284	Normal	Min depth = 5
TCGA-S9-A89Z-01A-11D-A36O-08	0.0260727865290603	Normal	Min depth = 5
TCGA-SA-A6C2-01A-11D-A35I-08	0.0117689661415897	Normal	Min depth = 5
TCGA-SB-A6J6-01A-11D-A435-10	0.985032289214799	Normal	Min depth = 5
TCGA-SB-A76C-01A-11D-A435-10	0.991852254209669	Normal	Min depth = 5
TCGA-SC-A6LM-01A-11D-A34C-32	0.994507815800591	Normal	Min depth = 5
TCGA-SC-A6LN-01A-11D-A34C-32	0.991671193192106	Normal	Min depth = 5
TCGA-SC-A6LP-01A-11D-A34C-32	0.986179008992697	Normal	Min depth = 5
TCGA-SC-A6LQ-01A-11D-A34C-32	0.974349689178587	Normal	Min depth = 5
TCGA-SC-A6LR-01A-11D-A34C-32	0.999879292654958	Normal	Min depth = 5
TCGA-SC-AA5Z-01A-21D-A39R-32	0.990283058724123	Normal	Min depth = 5
TCGA-SG-A6Z4-01A-22D-A33E-09	0.93421449695214	Normal	Min depth = 5
TCGA-SG-A6Z7-01A-12D-A32I-09	0.996801255356388	Normal	Min depth = 5
TCGA-SG-A849-01A-11D-A351-09	0.983704508419337	Normal	Min depth = 5
TCGA-SH-A7BC-01A-11D-A34C-32	0.999879292654958	Normal	Min depth = 5
TCGA-SH-A7BD-01A-11D-A34C-32	0.999879292654958	Normal	Min depth = 5
TCGA-SH-A7BH-01A-11D-A34C-32	0.999879292654958	Normal	Min depth = 5
TCGA-SH-A9CT-01A-11D-A39R-32	0.997887621461766	Normal	Min depth = 5
TCGA-SH-A9CU-01A-11D-A39R-32	0.999094694912185	Normal	Min depth = 5
TCGA-SI-A71O-01A-12D-A33E-09	0.966684772768423	Normal	Min depth = 5
TCGA-SI-A71P-01A-12D-A33E-09	0.976462067716821	Normal	Min depth = 5
TCGA-SI-A71Q-01A-12D-A33E-09	0.999456816947311	Normal	Min depth = 5
TCGA-SI-AA8B-01A-11D-A387-09	0.603657432554771	Normal	Min depth = 5
TCGA-SI-AA8C-01A-11D-A387-09	0.790089926972056	Normal	Min depth = 5
TCGA-SJ-A6ZI-01A-12D-A34Q-09	0.856418613072605	Normal	Min depth = 5
TCGA-SJ-A6ZJ-01A-12D-A34Q-09	0.70221497978152	Normal	Min depth = 5
TCGA-SL-A6J9-01A-11D-A31U-09	0.979660812360432	Normal	Min depth = 5
TCGA-SL-A6JA-01A-11D-A31U-09	0.519946888768182	Normal	Min depth = 5
TCGA-SN-A6IS-01A-11D-A435-10	0.926247812179371	Normal	Min depth = 5
TCGA-SN-A84W-01A-11D-A435-10	0.990403766069165	Normal	Min depth = 5
TCGA-SN-A84X-01A-11D-A435-10	0.746816343774519	Normal	Min depth = 5
TCGA-SN-A84Y-01A-11D-A435-10	0.993964632747903	Normal	Min depth = 5
TCGA-SO-A8JP-01A-11D-A435-10	0.997887621461766	Normal	Min depth = 5
TCGA-SP-A6QC-01A-11D-A35I-08	0.100428511074899	Normal	Min depth = 5
TCGA-SP-A6QD-01A-12D-A35I-08	0.0162954915806627	Normal	Min depth = 5
TCGA-SP-A6QF-01A-12D-A35I-08	0.0353068984247691	Normal	Min depth = 5
TCGA-SP-A6QG-01A-12D-A35I-08	0.0749592612710483	Normal	Min depth = 5
TCGA-SP-A6QH-01A-21D-A35I-08	0.0124328565393204	Normal	Min depth = 5
TCGA-SP-A6QI-01A-12D-A35I-08	0.150039229887139	Normal	Min depth = 5
TCGA-SP-A6QJ-01A-11D-A35I-08	0.0640956002172732	Normal	Min depth = 5
TCGA-SP-A6QK-01A-11D-A35I-08	0.0192528215341904	Normal	Min depth = 5
TCGA-SQ-A6I4-01A-11D-A35I-08	0.662622970607761	Normal	Min depth = 5
TCGA-SQ-A6I6-01A-11D-A35I-08	0.0188906994990645	Normal	Min depth = 5
TCGA-SR-A6MP-01A-11D-A35I-08	0.246001569195486	Normal	Min depth = 5
TCGA-SR-A6MQ-01A-11D-A35I-08	0.0974108274488503	Normal	Min depth = 5
TCGA-SR-A6MR-01A-11D-A35I-08	0.186432494417285	Normal	Min depth = 5
TCGA-SR-A6MS-01A-11D-A35I-08	0.17243044239242	Normal	Min depth = 5
TCGA-SR-A6MT-01A-11D-A35I-08	0.0409801436417406	Normal	Min depth = 5
TCGA-SR-A6MU-01A-11D-A35I-08	0.060051904158368	Normal	Min depth = 5
TCGA-SR-A6MV-01A-11D-A35I-08	0.143038203874706	Normal	Min depth = 5
TCGA-SR-A6MX-01A-11D-A35I-08	0.0417647413845132	Normal	Min depth = 5
TCGA-SR-A6MY-01A-11D-A35I-08	0.0433942905425795	Normal	Min depth = 5
TCGA-SR-A6MZ-01A-11D-A35I-08	0.1513670106826	Normal	Min depth = 5
TCGA-SR-A6N0-01A-11D-A35I-08	0.23326694429356	Normal	Min depth = 5
TCGA-SS-A7HO-01A-21D-A36X-10	0.992154022572273	Normal	Min depth = 5
TCGA-SU-A7E7-01A-22D-A33T-08	0.176051662743678	Normal	Min depth = 5
TCGA-SW-A7EA-01A-12D-A34U-08	0.558814653871688	Normal	Min depth = 5
TCGA-SW-A7EB-01A-11D-A34U-08	0.10048886474742	Normal	Min depth = 5
TCGA-SX-A71R-01A-12D-A33Q-10	0.998611865532018	Normal	Min depth = 5
