## obtained from https://www.synapse.org/#!Synapse:syn1713813
tumor_id	muts	covd_bps	muts_per_mbp	tcga_type
TCGA-AA-A029-01A-01W-A00E-09	117	24336399	4.80761348464085	coadread
TCGA-CG-4438-01A-01D-1158-08	175	36424445	4.80446579213492	stad
TCGA-13-0885-01A-02W-0421-09	169	35233583	4.79656014547257	ov
TCGA-AA-3693-01A-01W-0900-09	142	29610322	4.7956249850981	coadread
TCGA-18-3407-01A-01D-0983-08	170	35489950	4.79008846166309	lusc
TCGA-CV-6941-01A-11D-1912-08	177	37051983	4.77707225548495	hnsc
TCGA-CX-7085-01A-21D-2012-08	178	37275088	4.77530730443883	hnsc
TCGA-D7-5579-01A-01D-1600-08	173	36282028	4.76820093959467	stad
TCGA-H7-7774-01A-21D-2078-08	174	36529090	4.76332698131818	hnsc
TCGA-D7-6818-01A-11D-1882-08	176	36971626	4.76040734589277	stad
TCGA-CN-4735-01A-01D-1434-08	180	37817990	4.75963952605625	hnsc
TCGA-49-4506-01A-01D-1265-08	177	37214711	4.75618365006247	luad
TCGA-BF-A3DJ-01A-11D-A20D-08	177	37288430	4.7467807038269	skcm
TCGA-C5-A1MN-01A-11D-A14W-08	173	36556744	4.73236894401755	cesc
TCGA-AA-3852-01A-01W-0900-09	141	29824426	4.72766852243862	coadread
TCGA-AA-3666-01A-02W-0900-09	152	32194973	4.72123396407259	coadread
TCGA-66-2778-01A-02D-1522-08	174	36860690	4.72047593249068	lusc
TCGA-BH-A0W7-01A-11D-A10Y-09	178	37736349	4.71693750765343	brca
TCGA-CN-4729-01A-01D-1434-08	177	37558974	4.71258879435844	hnsc
TCGA-39-5029-01A-01D-1441-08	173	36809242	4.69990661584392	lusc
TCGA-AA-3818-01A-01W-0900-09	140	29832648	4.69284523452293	coadread
TCGA-C5-A1BM-01A-11D-A13W-08	172	36839880	4.66885342731844	cesc
TCGA-CV-6962-01A-11D-1912-08	173	37075849	4.66611027572154	hnsc
TCGA-39-5021-01A-01D-1441-08	171	36689568	4.6607253593174	lusc
TCGA-CQ-5331-01A-02D-1870-08	174	37556596	4.63300774117015	hnsc
TCGA-CN-5359-01A-01D-1434-08	174	37730376	4.61166885800449	hnsc
TCGA-DS-A0VN-01A-21D-A10S-08	173	37520493	4.61081361590851	cesc
TCGA-D8-A1J9-01A-11D-A13L-09	177	38554366	4.59091974174857	brca
TCGA-17-Z037-01A-01W-0746-08	167	36392212	4.5888939094991	luad
TCGA-10-0930-01A-02W-0421-09	161	35125908	4.58351140702185	ov
TCGA-BR-4195-01A-01D-1126-08	167	36474048	4.57859791158908	stad
TCGA-D8-A1JK-01A-11D-A13L-09	177	38688598	4.57499131914783	brca
TCGA-64-5774-01A-01D-1625-08	169	37033942	4.56338134352535	luad
TCGA-BA-4074-01A-01D-1434-08	172	37712718	4.56079564458865	hnsc
TCGA-66-2781-01A-01D-1522-08	167	36668038	4.55437512091593	lusc
TCGA-A8-A08R-01A-11W-A050-09	172	37787868	4.55172543738112	brca
TCGA-38-4628-01A-01D-1265-08	171	37571447	4.55132856607838	luad
TCGA-05-4384-01A-01D-1753-08	170	37436358	4.54104002317747	luad
TCGA-05-4403-01A-01D-1265-08	171	37722872	4.53305888268528	luad
TCGA-AG-3902-01A-01W-1073-09	135	29899137	4.51518048831978	coadread
TCGA-CG-4476-01A-01D-1158-08	166	36766389	4.51499329999473	stad
TCGA-17-Z020-01A-01W-0746-08	166	36788201	4.51231632663962	luad
TCGA-D7-6815-01A-11D-1882-08	166	36794477	4.51154666500627	stad
TCGA-CN-6997-01A-11D-2012-08	166	37022209	4.48379511876236	hnsc
TCGA-DA-A1I2-06A-21D-A19A-08	163	36353713	4.48372357453556	skcm
TCGA-CV-7437-01A-21D-2129-08	166	37028584	4.48302316934399	hnsc
TCGA-AN-A0FL-01A-11W-A050-09	169	37713963	4.48109895000958	brca
TCGA-67-3774-01	172	38528346	4.46424562320947	luad
TCGA-CV-7102-01A-11D-2012-08	166	37241318	4.45741474563279	hnsc
TCGA-BA-5556-01A-01D-1512-08	167	37565589	4.44555787478801	hnsc
TCGA-BA-6871-01A-11D-1870-08	165	37115873	4.44553735810013	hnsc
TCGA-BR-4188-01A-01D-1126-08	158	35569984	4.44194745772166	stad
TCGA-AY-4070-01A-01W-1073-09	143	32194973	4.44168721619987	coadread
TCGA-AA-A02O-01A-21W-A096-10	165	37191517	4.43649555892006	coadread
TCGA-BR-6457-01A-21D-1800-08	163	36780743	4.43166686436976	stad
TCGA-A2-A0T0-01A-22D-A099-09	166	37492902	4.42750470475718	brca
TCGA-CR-6491-01A-11D-1870-08	164	37125520	4.41744654350969	hnsc
TCGA-CR-6471-01A-11D-1870-08	164	37141612	4.41553263762488	hnsc
TCGA-CJ-4920-01A-01D-1429-08	162	36707390	4.41328026863256	kirc
TCGA-CQ-6218-01A-11D-1912-08	164	37212852	4.40707957562618	hnsc
TCGA-HZ-7918-01A-11D-2154-08	169	38384652	4.40280141135577	paad
TCGA-BI-A0VR-01A-11D-A10S-08	165	37486350	4.40160218319468	cesc
TCGA-D1-A17R-01A-11D-A12J-09	171	38881864	4.39793730053683	ucec
TCGA-AG-3726-01A-02W-0899-10	151	34359043	4.39476733970734	coadread
TCGA-B3-4104-01	167	38019143	4.39252405031855	kirp
TCGA-CV-7422-01A-21D-2078-08	162	36898567	4.39041440281407	hnsc
TCGA-CV-7235-01A-11D-2012-08	163	37167333	4.38557159858632	hnsc
TCGA-BS-A0U7-01A-21D-A10B-09	170	38799959	4.38144792884962	ucec
TCGA-CV-6945-01A-11D-1912-08	162	37210001	4.35366825171545	hnsc
TCGA-CQ-5332-01A-01D-1683-08	160	36830738	4.34419750155427	hnsc
TCGA-44-5643-01A-01D-1625-08	160	36850099	4.34191506513999	luad
TCGA-23-1124-01A-01W-0488-09	151	34830087	4.33533226603769	ov
TCGA-CN-4728-01A-01D-1434-08	163	37680198	4.32587960392352	hnsc
TCGA-CR-7390-01A-11D-2012-08	161	37254599	4.32161409118912	hnsc
TCGA-D3-A1Q3-06A-11D-A196-08	156	36235320	4.30519173005785	skcm
TCGA-CG-5717-01A-11D-1600-08	157	36474292	4.30440157686954	stad
TCGA-CN-5364-01A-01D-1434-08	161	37414036	4.30319786937715	hnsc
TCGA-AA-3875-01A-01W-0900-09	126	29284389	4.30263373430806	coadread
TCGA-CV-7091-01A-11D-2012-08	160	37220114	4.2987509388069	hnsc
TCGA-AA-3979-01A-01W-0995-10	159	37004970	4.29672014326724	coadread
TCGA-C5-A1M7-01A-11D-A13W-08	158	36788017	4.29487678012109	cesc
TCGA-BR-4270-01A-01D-1126-08	158	36964192	4.27440697202309	stad
TCGA-DK-A1AF-01A-11D-A13W-08	157	36746234	4.27254667784459	blca
TCGA-AA-3684-01A-02W-0900-09	127	29780855	4.26448468319664	coadread
TCGA-24-1469-01A-01W-0553-09	149	34959258	4.26210418996879	ov
TCGA-CN-6019-01A-11D-1683-08	157	36845574	4.26102738961266	hnsc
TCGA-CR-7404-01A-11D-2129-08	156	36663561	4.25490584507053	hnsc
TCGA-AG-4001-01A-02W-1073-09	120	28226507	4.25132305601965	coadread
TCGA-AA-3681-01A-01W-0900-09	127	29886757	4.24937372763462	coadread
TCGA-04-1338-01A-01W-0484-10	142	33602895	4.22582637597147	ov
TCGA-CV-6937-01A-11D-2012-08	158	37420672	4.22226516936949	hnsc
TCGA-CV-6955-01A-11D-2012-08	157	37207080	4.2196270172236	hnsc
TCGA-CV-5444-01A-02D-1512-08	157	37215245	4.21870123386263	hnsc
TCGA-BR-4288-01A-02D-1882-08	159	37700699	4.21742843547808	stad
TCGA-ER-A19Q-06A-11D-A197-08	153	36366861	4.20712692250233	skcm
TCGA-AR-A251-01A-12D-A167-09	159	37852544	4.20051027481799	brca
TCGA-CV-6940-01A-11D-1912-08	156	37175868	4.1962705484106	hnsc
TCGA-CR-6487-01A-11D-1870-08	156	37192900	4.19434892143393	hnsc
TCGA-IQ-7630-01A-11D-2078-08	153	36507578	4.19091071996066	hnsc
TCGA-FD-A3N6-01A-11D-A21A-08	156	37281520	4.18437874850596	blca
TCGA-EE-A2M8-06A-12D-A196-08	151	36187979	4.17265633983042	skcm
TCGA-38-4630-01A-01D-1265-08	156	37412612	4.16971688584587	luad
TCGA-C5-A1BI-01B-11D-A13W-08	154	36951970	4.16757212132398	cesc
TCGA-CV-7407-01A-11D-2078-08	152	36475951	4.16712918602177	hnsc
TCGA-17-Z051-01A-01W-0747-08	153	36716159	4.1671025555805	luad
TCGA-D3-A3C6-06A-12D-A196-08	154	37019230	4.16000008644156	skcm
TCGA-BA-5555-01A-01D-1512-08	156	37521179	4.15765186909505	hnsc
TCGA-HT-7688-01A-11D-2253-08	155	37298702	4.15564059038837	lgg
TCGA-AR-A24Q-01A-12D-A167-09	158	38149150	4.14163880453431	brca
TCGA-AG-A036-01A-12W-A096-10	154	37189840	4.14091590606467	coadread
TCGA-24-2280-01A-01W-0799-08	150	36230871	4.14011575929268	ov
TCGA-CR-6478-01A-11D-1870-08	153	37187211	4.11431768841175	hnsc
TCGA-CV-6951-01A-11D-1912-08	152	36981622	4.11014963053811	hnsc
TCGA-60-2711-01A-01D-1522-08	150	36638858	4.09401406561307	lusc
TCGA-D8-A1JN-01A-11D-A13L-09	156	38182890	4.08559959709702	brca
TCGA-44-6775-01A-11D-1855-08	155	37939396	4.08546303689178	luad
TCGA-BI-A0VS-01A-11D-A10S-08	153	37496912	4.08033600206865	cesc
TCGA-BL-A13J-01A-11D-A10S-08	153	37525531	4.07722411709511	blca
TCGA-AA-3558-01A-01W-0831-10	130	31901043	4.0751018704937	coadread
TCGA-50-5936-01A-11D-1625-08	150	36831247	4.07262887406446	luad
TCGA-AG-3893-01A-01W-1073-09	115	28265785	4.06852312787351	coadread
TCGA-24-2289-01A-01W-0799-08	148	36524384	4.05208750406304	ov
TCGA-AG-4015-01A-01W-1073-09	103	25424924	4.05114288640548	coadread
TCGA-AA-3680-01A-01W-0900-09	121	29877705	4.04984251635124	coadread
TCGA-67-6215-01A-11D-1753-08	150	37054660	4.04807384550283	luad
TCGA-CV-7425-01A-11D-2078-08	146	36176702	4.03574654207009	hnsc
TCGA-BH-A0AW-01A-11W-A071-09	142	35228775	4.03079584799642	brca
TCGA-CR-7377-01A-11D-2012-08	151	37537495	4.02264455846081	hnsc
TCGA-C8-A12T-01A-11D-A10Y-09	153	38062006	4.01975660452578	brca
TCGA-BR-4255-01A-01D-1126-08	145	36098065	4.01683580546492	stad
TCGA-BG-A0M0-01A-11W-A10C-09	145	36131738	4.01309231235984	ucec
TCGA-13-1497-01A-01W-0549-09	141	35189328	4.00689663638931	ov
TCGA-CG-4440-01A-01D-1158-08	147	36765159	3.99835072112703	stad
TCGA-DK-A2HX-01A-12D-A18F-08	149	37386178	3.98543012340015	blca
TCGA-60-2707-01A-01D-1522-08	146	36786868	3.96880756469945	lusc
TCGA-66-2780-01A-01D-1522-08	146	36805887	3.96675673106316	lusc
TCGA-CZ-5468-01A-01D-1501-10	149	37586683	3.96416996945434	kirc
TCGA-BR-4183-01A-02D-1126-08	143	36075700	3.96388704862276	stad
TCGA-CX-7219-01A-11D-2012-08	148	37377381	3.95961397081299	hnsc
TCGA-GV-A3JV-01A-11D-A21Z-08	148	37421717	3.95492275247552	blca
TCGA-CH-5769-01A-11D-1576-08	148	37430584	3.95398586353876	prad
TCGA-C8-A12P-01A-11D-A10Y-09	153	38702032	3.95328079931307	brca
TCGA-17-Z032-01A-01W-0746-08	148	37444248	3.95254299138282	luad
TCGA-CN-6016-01A-11D-1683-08	145	36767034	3.94375026280336	hnsc
TCGA-44-6779-01A-11D-1855-08	148	37559988	3.94036334622897	luad
TCGA-17-Z044-01A-01W-0746-08	141	35842464	3.93388133137275	luad
TCGA-DK-A1AG-01A-11D-A13W-08	148	37665017	3.92937563256642	blca
TCGA-CN-6994-01A-11D-1912-08	145	36955434	3.92364489617413	hnsc
TCGA-AY-4071-01A-01W-1073-09	113	28803154	3.92318146825171	coadread
TCGA-25-1313-01A-01W-0492-08	143	36459012	3.92221270285657	ov
TCGA-AA-A00O-01A-02W-A00E-09	94	23974651	3.9208078565982	coadread
TCGA-AR-A0U4-01A-11D-A117-09	139	35458282	3.92009968221247	brca
TCGA-HR-A2OH-01A-11D-A197-08	145	37018255	3.91698636253924	skcm
TCGA-50-5935-01A-11D-1753-08	146	37277549	3.91656651031429	luad
TCGA-CV-7178-01A-21D-2012-08	146	37299003	3.91431374184452	hnsc
TCGA-AF-3913-01A-02W-1073-09	117	29952046	3.90624400082719	coadread
TCGA-BF-A1PU-01A-11D-A19A-08	143	36658365	3.90088319541802	skcm
TCGA-BP-5176-01A-01D-1429-08	139	35674725	3.8963159491769	kirc
TCGA-CV-5440-01A-01D-1512-08	141	36205325	3.89445475216698	hnsc
TCGA-22-0944-01A-01D-1521-08	144	36976981	3.89431468188276	lusc
TCGA-CV-5436-01A-01D-1512-08	145	37353551	3.88182638914303	hnsc
TCGA-BA-5149-01A-01D-1512-08	145	37414509	3.87550188083452	hnsc
TCGA-D3-A2JG-06A-11D-A196-08	143	36982436	3.86670039799433	skcm
TCGA-AA-3855-01A-01W-0995-10	143	36991125	3.86579213257234	coadread
TCGA-CV-5435-01A-01D-1683-08	142	36764211	3.86245199169377	hnsc
TCGA-17-Z000-01A-01W-0746-08	142	36764698	3.86240082809874	luad
TCGA-AA-3956-01A-02W-0995-10	140	36322193	3.85439282259196	coadread
TCGA-BP-5168-01A-01D-1421-08	142	36877886	3.85054609692107	kirc
TCGA-FS-A1ZN-01A-11D-A197-08	142	36909694	3.84722777707125	skcm
TCGA-13-0923-01A-01W-0420-08	138	35891075	3.84496702871118	ov
TCGA-AA-3814-01A-01W-0900-09	112	29167193	3.83993070570761	coadread
TCGA-AG-4005-01A-01W-1073-09	119	31002866	3.83835481532578	coadread
TCGA-C8-A27B-01A-11D-A167-09	143	37337186	3.82996190446704	brca
TCGA-CV-7261-01A-11D-2012-08	142	37086626	3.8288735135949	hnsc
TCGA-05-5715-01A-01D-1625-08	140	36643034	3.82064432765038	luad
TCGA-AA-A024-01A-02W-A00E-09	88	23036805	3.81997416742469	coadread
TCGA-FZ-5923-01A-12D-1609-08	147	38548811	3.81334718728419	paad
TCGA-CV-6933-01A-11D-1912-08	142	37270949	3.80993786876744	hnsc
TCGA-E2-A1LH-01A-11D-A14G-09	144	37843886	3.80510606125386	brca
TCGA-25-1326-01A-01W-0492-08	143	37653066	3.79783149664359	ov
TCGA-DK-A2I2-01A-11D-A17V-08	142	37398834	3.79690981809754	blca
TCGA-AA-3812-01A-01W-0900-09	115	30289318	3.79671803769236	coadread
TCGA-CN-6012-01A-11D-1683-08	140	36908142	3.79320096904363	hnsc
TCGA-BH-A1F8-01A-11D-A13L-09	144	37963887	3.79307840632862	brca
TCGA-AA-A01I-01A-02W-A00E-09	99	26126774	3.78921638010112	coadread
TCGA-AA-3831-01A-01W-0900-09	113	29837759	3.78714768759946	coadread
TCGA-CV-5966-01A-11D-1683-08	139	36768503	3.78040955325268	hnsc
TCGA-CQ-6220-01A-11D-1912-08	141	37329209	3.77720299404148	hnsc
TCGA-DK-A1AE-01A-11D-A13W-08	143	37859891	3.77708430275195	blca
TCGA-E2-A159-01A-11D-A10Y-09	149	39492813	3.77283836428669	brca
TCGA-CN-4731-01A-01D-1434-08	142	37769250	3.75967222012616	hnsc
TCGA-AG-A011-01	114	30411947	3.74852685360789	coadread
TCGA-FU-A23K-01A-11D-A16O-08	139	37083840	3.74826339451362	cesc
TCGA-AR-A24H-01A-11D-A167-09	140	37463541	3.73696656170328	brca
TCGA-AO-A124-01A-11D-A10M-09	143	38270823	3.73652795499067	brca
TCGA-50-6595-01A-12D-1855-08	141	37750581	3.73504185273334	luad
TCGA-DZ-6132-01A-11D-1961-08	139	37257396	3.73080287199889	kirp
TCGA-CV-7411-01A-11D-2078-08	136	36503767	3.72564289049949	hnsc
TCGA-70-6723-01A-11D-1817-08	136	36523973	3.72358176915748	lusc
TCGA-19-1390-01A-01D-1495-08	139	37347780	3.72177409206116	gbm
TCGA-CR-7373-01A-11D-2012-08	139	37396895	3.71688612116059	hnsc
TCGA-BR-4367-01A-01D-1158-08	136	36610755	3.71475540452525	stad
TCGA-GD-A3OQ-01A-32D-A21Z-08	139	37465701	3.71006003597797	blca
TCGA-CV-7177-01A-11D-2012-08	138	37258842	3.70381881433674	hnsc
TCGA-AA-3870-01A-01W-0995-10	130	35157638	3.69763179198785	coadread
TCGA-CW-6093-01A-11D-1669-08	133	36017222	3.69267790836284	kirc
TCGA-EW-A1PB-01A-11D-A142-09	141	38206931	3.69042988561421	brca
TCGA-BT-A20V-01A-11D-A14W-08	135	36647916	3.68370196002414	blca
TCGA-E2-A1LG-01A-21D-A14K-09	143	38832489	3.68248349983438	brca
TCGA-AA-A01V-01A-23W-A096-10	136	36949671	3.68068229890328	coadread
TCGA-CQ-6221-01A-11D-2078-08	134	36448751	3.67639483723324	hnsc
TCGA-BR-4278-01A-01D-1126-08	135	36772259	3.67124576164875	stad
TCGA-35-3615-01	144	39281873	3.66581298198281	luad
TCGA-AG-3883-01A-02W-0899-10	129	35208648	3.66387258039559	coadread
TCGA-CZ-5465-01A-01D-1806-10	137	37435269	3.65965047559829	kirc
TCGA-BR-4277-01A-01D-1126-08	137	37508495	3.65250591899248	stad
TCGA-ER-A19C-06A-11D-A196-08	133	36417436	3.65209675936549	skcm
TCGA-A8-A07C-01A-11D-A045-09	140	38337819	3.65174659518321	brca
TCGA-CG-4441-01A-01D-1800-08	133	36485689	3.64526485987424	stad
TCGA-AG-3896-01A-01W-1073-09	103	28267995	3.64369669656444	coadread
TCGA-B6-A0IK-01A-12W-A071-09	128	35248128	3.63139852419964	brca
TCGA-CR-6480-01A-11D-1870-08	135	37188773	3.63012783454835	hnsc
TCGA-CR-7389-01A-11D-2012-08	135	37263250	3.62287240109223	hnsc
TCGA-DK-A3IV-01A-22D-A21A-08	135	37266343	3.62257171303339	blca
TCGA-A7-A0DA-01A-31D-A10Y-09	143	39527590	3.61772625146132	brca
TCGA-56-5897-01A-11D-1632-08	129	35671898	3.61629201787917	lusc
TCGA-CV-7433-01A-11D-2129-08	134	37120209	3.60989346800283	hnsc
TCGA-CQ-7068-01A-11D-2078-08	131	36297863	3.60902789235829	hnsc
TCGA-CG-5724-01A-11D-1600-08	131	36314220	3.60740227932749	stad
TCGA-CG-4449-01A-01D-1158-08	132	36633191	3.60328970522934	stad
TCGA-B8-4622-01	138	38347651	3.59865588638011	kirc
TCGA-CU-A0YO-01A-11D-A10S-08	135	37589847	3.59139530416285	blca
TCGA-EJ-5519-01A-01D-1576-08	134	37317070	3.59084997830751	prad
TCGA-CN-5361-01A-01D-1434-08	135	37635517	3.58703721274774	hnsc
TCGA-CV-5439-01A-01D-1683-08	132	36827265	3.58430092487183	hnsc
TCGA-FZ-5921-01A-11D-1609-08	138	38508527	3.58362188197954	paad
TCGA-ER-A2ND-06A-11D-A196-08	134	37421520	3.58082728868309	skcm
TCGA-AG-3898-01A-01W-1073-09	108	30196407	3.57658445920404	coadread
TCGA-CN-4738-01A-02D-1512-08	134	37484348	3.57482541779838	hnsc
TCGA-B6-A0IJ-01A-11W-A050-09	130	36368351	3.57453655239964	brca
TCGA-CJ-6030-01A-11D-1669-08	129	36095775	3.5738254684932	kirc
TCGA-BT-A20W-01A-21D-A14W-08	131	36686867	3.57076007607845	blca
TCGA-D7-5577-01A-01D-1600-08	130	36440070	3.56750137966255	stad
TCGA-CV-7255-01A-11D-2012-08	133	37284398	3.56717573929985	hnsc
TCGA-17-Z011-01A-01W-0746-08	130	36485499	3.56305939518602	luad
TCGA-C5-A1MF-01A-11D-A13W-08	130	36524388	3.55926566107008	cesc
TCGA-AA-3975-01A-01W-0995-10	130	36556976	3.55609282343266	coadread
TCGA-B0-4823-01A-02D-1421-08	130	36598880	3.55202126403868	kirc
TCGA-CG-4443-01A-01D-1158-08	129	36323580	3.55141205795244	stad
TCGA-CV-7438-01A-21D-2129-08	131	37005143	3.54004847380268	hnsc
TCGA-B0-4811-01A-01D-1501-10	133	37578348	3.53927213617799	kirc
TCGA-32-2491-01A-01D-1353-08	131	37105309	3.53049209211544	gbm
TCGA-AA-3866-01A-01W-0995-10	129	36611992	3.5234357092616	coadread
TCGA-AA-3989-01A-01W-0995-10	131	37199559	3.52154712371725	coadread
TCGA-BR-4197-01A-01D-1126-08	132	37488087	3.52111858895334	stad
TCGA-61-2095-01A-01W-0722-08	126	35805154	3.51904644789407	ov
TCGA-09-2049-01D-01W-0799-08	127	36095780	3.51841683432246	ov
TCGA-04-1347-01A-01W-0488-09	120	34196676	3.50911299098193	ov
TCGA-AA-A03F-01A-11W-A096-10	131	37347302	3.50761615926098	coadread
TCGA-BH-A0BP-01A-11D-A10Y-09	137	39120250	3.50202260977371	brca
TCGA-AG-3894-01A-01W-1073-09	105	30015913	3.49814446756959	coadread
TCGA-06-0649-01B-01W-0348-08	131	37521350	3.49134559390853	gbm
TCGA-AN-A0AR-01A-11W-A019-09	119	34106549	3.48906598553844	brca
TCGA-B9-5155-01A-01D-1589-08	130	37278592	3.48725617104852	kirp
TCGA-13-1488-01A-01W-0549-09	120	34443207	3.48399613311269	ov
TCGA-G2-A3IB-01A-11D-A20D-08	129	37034073	3.48327876331615	blca
TCGA-A5-A0G5-01A-11W-A062-09	126	36212669	3.47944527369689	ucec
TCGA-AA-3696-01A-01W-0900-09	102	29366672	3.47332513537796	coadread
TCGA-CN-6023-01A-11D-1683-08	127	36564690	3.47329623196587	hnsc
TCGA-B1-5398-01A-02D-1589-08	129	37145440	3.47283542744412	kirp
TCGA-D7-6524-01A-11D-1800-08	127	36599633	3.46998014980096	stad
TCGA-CN-6018-01A-11D-1683-08	127	36648228	3.46537900822927	hnsc
TCGA-CR-6474-01A-11D-1870-08	129	37254507	3.4626682886986	hnsc
TCGA-AG-A025-01A-01W-A00E-09	97	28014631	3.46247644668245	coadread
TCGA-A2-A0SY-01A-31D-A099-09	135	38990913	3.46234518796726	brca
TCGA-AG-3600-01A-01W-0833-10	95	27475170	3.45766741388679	coadread
TCGA-A8-A09I-01A-22W-A050-09	131	37959207	3.45107314807709	brca
TCGA-BT-A2LD-01A-12D-A20D-08	129	37409133	3.44835577985729	blca
TCGA-BR-4196-01A-01D-1126-08	129	37419940	3.44735988352734	stad
TCGA-BQ-5878-01A-11D-1589-08	127	36886511	3.44299302257131	kirp
TCGA-AA-3939-01A-01W-0995-10	129	37478431	3.44197973495742	coadread
TCGA-13-1498-01A-01W-0549-09	121	35156843	3.44171972437912	ov
TCGA-GL-7773-01A-11D-2136-08	129	37482783	3.44158009825471	kirp
TCGA-DZ-6133-01A-11D-1961-08	128	37193623	3.44145016472313	kirp
TCGA-CV-6953-01A-11D-1912-08	128	37231349	3.43796299188622	hnsc
TCGA-CQ-6228-01A-11D-1912-08	127	36944170	3.43761952156457	hnsc
TCGA-CN-5367-01A-01D-1434-08	128	37283729	3.43313298946036	hnsc
TCGA-BT-A20Q-01A-11D-A14W-08	125	36414221	3.4327248137479	blca
TCGA-AG-3909-01A-01W-1073-09	88	25648703	3.43097270844456	coadread
TCGA-AA-A02Y-01A-43W-A096-10	122	35562504	3.43057957898578	coadread
TCGA-AA-3955-01A-02W-0995-10	127	37037636	3.42894454710878	coadread
TCGA-D3-A1Q7-06A-11D-A19A-08	127	37050299	3.42777260717923	skcm
TCGA-CN-5355-01A-01D-1434-08	129	37635732	3.42759375584883	hnsc
TCGA-CV-7263-01A-11D-2012-08	128	37393739	3.42303293072672	hnsc
TCGA-AG-A01W-01A-21W-A096-10	127	37142377	3.41927496993528	coadread
TCGA-A8-A08F-01A-11W-A019-09	117	34303085	3.4107719466048	brca
TCGA-E9-A1RF-01A-11D-A159-09	126	36997618	3.405624653998	brca
TCGA-CV-7104-01A-11D-2012-08	127	37320265	3.40297690812217	hnsc
TCGA-CW-6090-01A-11D-1669-08	123	36188161	3.39890164631466	kirc
TCGA-DQ-5624-01A-01D-1870-08	125	36937927	3.38405563474095	hnsc
TCGA-ER-A3ET-06A-11D-A20D-08	125	37087475	3.37041009127745	skcm
TCGA-24-1422-01A-01W-0545-08	126	37387839	3.37007977380025	ov
TCGA-23-1110-01A-01D-0428-08	117	34742909	3.36759365774466	ov
TCGA-BQ-5885-01A-11D-1589-08	125	37163519	3.36351355747554	kirp
TCGA-CZ-4853-01A-01D-1429-08	123	36614658	3.35931036144049	kirc
TCGA-BL-A13I-01A-11D-A13W-08	124	36915231	3.35904710985013	blca
TCGA-A6-3810-01A-01W-0995-10	122	36410197	3.35070969267208	coadread
TCGA-BR-4267-01A-01D-1126-08	121	36134015	3.34864531384071	stad
TCGA-CH-5754-01A-11D-1576-08	127	37929573	3.34831082859804	prad
TCGA-EV-5903-01A-11D-1589-08	124	37087892	3.3434092182969	kirp
TCGA-67-3773-01	129	38597418	3.34219247515469	luad
TCGA-BT-A20P-01A-11D-A14W-08	122	36521473	3.34050053238543	blca
TCGA-AN-A0XN-01A-21D-A10G-09	129	38623149	3.33996588419033	brca
TCGA-CG-4474-01A-02D-1158-08	122	36558132	3.33715081503617	stad
TCGA-B0-5701-01A-11D-1534-10	125	37478596	3.33523699767195	kirc
TCGA-CR-7383-01A-11D-2129-08	123	36925742	3.33100957050504	hnsc
TCGA-CV-7097-01A-11D-2012-08	124	37236127	3.33009928771593	hnsc
TCGA-A6-2683-01A-01W-0831-10	106	31841255	3.32901451277596	coadread
TCGA-19-2631-01A-01D-1353-08	125	37583367	3.32593937099888	gbm
TCGA-AG-3601-01A-01W-0833-10	105	31588468	3.32399785896549	coadread
TCGA-A6-3808-01A-01W-0995-10	121	36491271	3.31586148369565	coadread
TCGA-CN-5366-01A-01D-1434-08	125	37742838	3.31188661541562	hnsc
TCGA-C8-A275-01A-21D-A16D-09	126	38068985	3.30978091483133	brca
TCGA-DQ-7588-01A-11D-2078-08	121	36574874	3.30828207364433	hnsc
TCGA-32-4210-01A-01D-1353-08	124	37558802	3.30148975465192	gbm
TCGA-91-6835-01A-11D-1855-08	124	37600044	3.29786848121773	luad
TCGA-13-0904-01A-02W-0420-08	117	35508479	3.29498765632851	ov
TCGA-19-2629-01A-01D-1495-08	123	37354525	3.29277376703358	gbm
TCGA-74-6575-01A-11D-1845-08	123	37405790	3.28826098847264	gbm
TCGA-BR-4265-01A-01D-1126-08	122	37195927	3.2799290094316	stad
TCGA-05-5420-01A-01D-1625-08	122	37209808	3.27870544239304	luad
TCGA-CV-7430-01A-11D-2129-08	122	37214726	3.27827215495285	hnsc
TCGA-09-2050-01A-01W-0799-08	119	36301790	3.27807526846472	ov
TCGA-CN-6989-01A-11D-1912-08	122	37327961	3.26832746101508	hnsc
TCGA-23-1117-01A-02W-0488-09	107	32750203	3.26715532114412	ov
TCGA-AA-3527-01A-01W-0831-10	104	31838117	3.26652483876481	coadread
TCGA-D6-6826-01A-11D-1912-08	121	37110639	3.26052052081345	hnsc
TCGA-DK-A3IM-01A-11D-A20D-08	121	37149937	3.2570714722881	blca
TCGA-D8-A147-01A-11D-A10Y-09	127	39002003	3.25624301910853	brca
TCGA-CN-5370-01A-01D-2012-08	122	37476712	3.25535495216336	hnsc
TCGA-22-1011-01A-01D-1521-08	120	36890989	3.25282686240805	lusc
TCGA-32-2632-01A-01D-1495-08	122	37523859	3.25126474864965	gbm
TCGA-09-1665-01B-01W-0615-10	94	28924127	3.24988201026776	ov
TCGA-A8-A093-01A-11W-A019-09	110	33865262	3.24816621823271	brca
TCGA-HD-7832-01A-11D-2129-08	120	37085809	3.23573903969575	hnsc
TCGA-GV-A3QG-01A-11D-A21Z-08	121	37460517	3.23006754017837	blca
