Tumor_Sample_Barcode	purity_facets	purity_impact
P-0007489-T01-IM5	NA	NA
P-0007490-T01-IM5	NA	NA
P-0007495-T01-IM5	0.341260616174502	0.25
P-0007511-T01-IM5	0.429001847663073	0.2
P-0007541-T01-IM5	0.176343786532665	0.25
P-0007548-T01-IM5	0.478729208163821	0.4
P-0007550-T01-IM5	0.438004679805435	0.4
P-0007554-T01-IM5	NA	NA
P-0007555-T01-IM5	NA	0.2
P-0007560-T01-IM5	0.471597243305731	0.6
P-0007567-T01-IM5	0.547430521213426	0.8
P-0007581-T01-IM5	NA	0.3
P-0007584-T01-IM5	NA	0.3
P-0007586-T01-IM5	0.334171607035294	0.15
P-0007588-T01-IM5	NA	0.3
P-0007590-T01-IM5	NA	NA
P-0007591-T01-IM5	NA	NA
P-0007592-T01-IM5	0.555998419806748	NA
P-0007593-T01-IM5	NA	NA
P-0007596-T01-IM5	NA	0.7
P-0007600-T01-IM5	0.3	0.3
P-0007602-T01-IM5	0.391075681541264	0.5
P-0007631-T01-IM5	NA	NA
P-0007632-T01-IM5	NA	0.2
P-0007637-T01-IM5	NA	0.4
P-0007645-T01-IM5	0.726945897908932	0.5
P-0007654-T01-IM5	NA	0.55
P-0007657-T01-IM5	NA	0.6
P-0007664-T01-IM5	NA	NA
P-0007669-T01-IM5	NA	NA
P-0007676-T01-IM5	NA	0.1
P-0007683-T01-IM5	NA	0.5
P-0007686-T01-IM5	NA	0.6
P-0007688-T01-IM5	0.3	0.4
P-0007691-T01-IM5	NA	0.2
P-0007698-T01-IM5	NA	0.8
P-0007739-T01-IM5	NA	NA
P-0007740-T01-IM5	NA	NA
P-0007746-T01-IM5	NA	0.3
P-0007771-T01-IM5	NA	0.8
P-0007774-T01-IM5	0.627599608142165	0.5
P-0007781-T01-IM5	NA	0.7
P-0007793-T01-IM5	NA	0.7
P-0007804-T01-IM5	NA	0.25
P-0007809-T01-IM5	NA	0.6
P-0007831-T01-IM5	NA	0.4
P-0007836-T01-IM5	0.237841195525787	0.4
P-0007843-T01-IM5	0.318431238813782	0.55
P-0007860-T01-IM5	NA	NA
P-0007863-T01-IM5	0.277696533202928	0.5
P-0007866-T01-IM5	NA	0.65
P-0007868-T01-IM5	NA	NA
P-0007869-T01-IM5	NA	NA
P-0007882-T01-IM5	0.255734381759939	0.65
P-0007883-T01-IM5	NA	NA
P-0007887-T01-IM5	0.56156124530247	0.4
P-0007889-T01-IM5	NA	0.7
P-0007893-T01-IM5	NA	0.2
P-0007909-T01-IM5	NA	0.7
P-0007912-T01-IM5	NA	0.5
P-0007929-T01-IM5	NA	0.4
P-0007931-T01-IM5	NA	0.9
P-0007975-T01-IM5	NA	0.25
P-0007979-T01-IM5	NA	0.1
P-0007990-T01-IM5	NA	0.75
P-0007996-T01-IM5	NA	0.3
P-0007997-T01-IM5	NA	0.4
P-0007998-T01-IM5	0.246628420703833	0.3
P-0007998-T02-IM5	0.172430273367513	0.1
P-0007999-T01-IM5	NA	0.3
P-0008019-T01-IM5	0.569340040760881	0.75
P-0008022-T02-IM5	NA	0.6
P-0008031-T01-IM5	0.258726690770767	0.3
P-0008042-T01-IM5	NA	0.25
P-0008059-T01-IM5	NA	0.7
P-0008063-T01-IM5	NA	0.1
P-0008068-T01-IM5	NA	0.5
P-0008075-T01-IM5	NA	0.7
P-0008079-T01-IM5	NA	0.4
P-0008083-T01-IM5	0.577292636921365	0.35
P-0008094-T01-IM5	NA	0.25
P-0008095-T01-IM5	NA	0.7
P-0008128-T01-IM5	0.485016634689331	0.6
P-0008133-T01-IM5	0.84315018684797	0.7
P-0008141-T01-IM5	NA	0.75
P-0008159-T01-IM5	NA	0.35
P-0008167-T01-IM5	NA	0.5
P-0008173-T01-IM5	0.432040628646565	0.5
P-0008180-T01-IM5	0.385127016164978	0.5
P-0008226-T02-IM5	0.366282832007838	0.4
P-0008259-T01-IM5	0.24757611839297	0.2
P-0008267-T01-IM5	NA	0.6
P-0008283-T01-IM5	NA	0.4
P-0008288-T01-IM5	NA	0.7
P-0008308-T01-IM5	NA	NA
P-0008317-T01-IM5	NA	0.6
P-0008321-T01-IM5	NA	0.75
P-0008343-T01-IM5	NA	0.4
P-0008350-T02-IM5	NA	0.5
P-0008357-T01-IM5	NA	0.3
P-0008377-T01-IM5	0.489403440109176	0.6
P-0008396-T01-IM5	NA	0.4
P-0008429-T01-IM5	NA	0.2
P-0008429-T02-IM5	NA	0.2
P-0008467-T01-IM5	0.70661605553372	0.4
P-0008483-T01-IM5	NA	0.6
P-0008521-T01-IM5	0.309712374385125	0.3
P-0008529-T01-IM5	NA	0.1
P-0008534-T01-IM5	NA	0.2
P-0008540-T01-IM5	NA	0.2
P-0008541-T01-IM5	0.391312501446225	0.6
P-0008551-T01-IM5	0.502232657011916	0.3
P-0008565-T01-IM5	0.580137415902009	0.7
P-0008579-T01-IM5	NA	0.2
P-0008582-T01-IM5	0.235427483331218	0.1
P-0008583-T01-IM5	0.331839603434323	0.1
P-0008584-T01-IM5	NA	0.2
P-0008588-T01-IM5	0.222580084015194	0.1
P-0008590-T01-IM5	NA	0.2
P-0008594-T01-IM5	NA	0.3
P-0008600-T01-IM5	NA	0.6
P-0008651-T01-IM5	0.401357267795832	0.7
P-0008652-T01-IM5	0.561443830672443	0.4
P-0008662-T01-IM5	NA	0.1
P-0008671-T01-IM5	NA	0.1
P-0008683-T01-IM5	NA	0.1
P-0008690-T01-IM5	0.417198995547949	0.2
P-0008721-T01-IM5	0.586145403700024	0.8
P-0008724-T01-IM5	0.532124817686729	0.7
P-0008727-T01-IM5	NA	0.3
P-0008729-T01-IM5	0.478552534930631	0.6
P-0008735-T01-IM5	0.802338687590681	0.3
P-0008745-T01-IM5	0.270811937437929	0.8
P-0008746-T01-IM5	0.765717682881616	0.8
P-0008747-T01-IM5	NA	0.8
P-0008753-T01-IM5	0.35639452038952	0.2
P-0008782-T01-IM5	NA	0.3
P-0008819-T01-IM5	0.228742470102203	0.1
P-0008841-T01-IM5	NA	0.1
P-0008853-T01-IM5	0.554638158825548	0.9
P-0008868-T01-IM5	NA	0.5
P-0008875-T01-IM5	0.4419813433097	0.9
P-0008913-T01-IM5	0.604926302516823	0.2
P-0008941-T01-IM5	0.456517248505337	0.3
P-0009000-T01-IM5	NA	0.8
P-0009012-T01-IM5	NA	0.4
P-0009013-T02-IM5	NA	0.8
P-0009016-T01-IM5	NA	0.1
P-0009053-T01-IM5	0.3	0.15
P-0009058-T01-IM5	NA	0.4
P-0009059-T01-IM5	NA	0.1
P-0009062-T01-IM5	0.242721900231878	0.5
P-0009114-T01-IM5	0.293889493287575	0.2
P-0009121-T01-IM5	0.3	0.6
P-0009139-T01-IM5	0.3	0.1
P-0009142-T01-IM5	0.604197983868695	0.25
P-0009145-T01-IM5	0.496258414023208	0.3
P-0009145-T02-IM5	NA	0.3
P-0009149-T01-IM5	0.299220052142167	0.3
P-0009157-T01-IM5	NA	0.7
P-0009163-T01-IM5	NA	0.3
P-0009167-T01-IM5	NA	0.3
P-0009169-T01-IM5	NA	0.4
P-0009170-T01-IM5	NA	0.9
P-0009185-T01-IM5	0.366591748303259	0.3
P-0009192-T01-IM5	0.378321618612254	0.3
P-0009200-T01-IM5	0.58546545448532	0.4
P-0009224-T02-IM5	0.348299170642536	0.3
P-0009252-T01-IM5	0.293280478465541	0.1
P-0009294-T01-IM5	0.649316852367852	0.4
P-0009302-T01-IM5	NA	0.5
P-0009303-T01-IM5	NA	0.3
P-0009305-T01-IM5	NA	0.1
P-0009341-T01-IM5	NA	0.3
P-0009355-T01-IM5	0.3	0.1
P-0009362-T01-IM5	0.337817952151141	0.3
P-0009363-T01-IM5	0.708951014274885	0.3
P-0009377-T01-IM5	NA	0.2
P-0009403-T02-IM5	0.31534110418304	0.3
P-0009418-T01-IM5	NA	0.3
P-0009433-T01-IM5	0.434230469605396	0.3
P-0009445-T01-IM5	0.361185077247116	0.2
P-0009464-T01-IM5	NA	0.2
P-0009488-T01-IM5	NA	0.4
P-0009561-T01-IM5	0.571442258668458	0.5
P-0009617-T01-IM5	0.797940820131076	0.7
P-0009645-T01-IM5	0.568244644404717	0.5
P-0009650-T01-IM5	NA	0.2
P-0009690-T01-IM5	0.498275365702593	0.7
P-0009703-T01-IM5	0.240602998664004	0.3
P-0009707-T01-IM5	NA	0.4
P-0009712-T01-IM5	NA	0.5
P-0009716-T01-IM5	0.264856975896246	0.4
P-0009741-T01-IM5	NA	NA
P-0009751-T01-IM5	NA	0.2
P-0009757-T01-IM5	0.423445001310906	0.3
P-0009760-T01-IM5	NA	0.6
P-0009798-T01-IM5	0.697129618293463	0.3
P-0009826-T01-IM5	NA	0.1
P-0009830-T01-IM5	0.3	0.2
P-0009838-T01-IM5	0.370227062662143	0.4
P-0009842-T01-IM5	0.3	0.3
P-0009850-T01-IM5	NA	0.7
P-0009851-T01-IM5	0.42132463596794	0.6
P-0009863-T01-IM5	NA	0.3
P-0009871-T01-IM5	NA	0.1
P-0009902-T01-IM5	0.194967835404497	0.5
P-0009903-T01-IM5	0.577951358195911	NA
P-0009905-T01-IM5	NA	0.3
P-0009949-T01-IM5	0.322123757643353	0.3
P-0009954-T01-IM5	0.514565675979211	0.5
P-0009964-T01-IM5	0.3	0.6
P-0009964-T02-IM5	NA	0.2
P-0009971-T01-IM5	0.404202944844745	0.4
P-0009972-T01-IM5	0.36700112453269	0.5
P-0009993-T01-IM3	NA	0.15
P-0009993-T01-IM5	NA	0.5
P-0010007-T01-IM5	NA	0.3
P-0010009-T01-IM5	NA	0.4
P-0010014-T01-IM5	NA	0.5
P-0010018-T01-IM5	NA	0.5
P-0010020-T01-IM5	NA	0.3
P-0010022-T01-IM5	0.280644700748664	0.3
P-0010044-T01-IM5	0.301186656371165	0.4
P-0010049-T01-IM5	0.278787876369817	0.2
P-0010062-T01-IM5	NA	0.4
P-0010074-T01-IM5	0.364152826450513	NA
P-0010098-T01-IM5	0.486845256390084	0.3
P-0010098-T02-IM5	0.653367265485582	0.5
P-0010112-T01-IM5	0.509509517860795	0.4
P-0010118-T01-IM5	0.229725016292662	0.2
P-0010125-T01-IM5	0.380095234832802	0.5
P-0010134-T01-IM5	0.443968722218156	0.3
P-0010138-T01-IM5	0.186810873885235	0.4
P-0010139-T01-IM5	0.555237078536161	0.6
P-0010141-T01-IM5	0.642140400059558	0.6
P-0010146-T01-IM5	NA	0.3
P-0010147-T01-IM5	NA	0.7
P-0010159-T01-IM5	0.503794090701889	0.5
P-0010160-T01-IM5	0.501395741167137	0.5
P-0010167-T01-IM5	0.3	0.2
P-0010180-T01-IM5	0.352709200933199	NA
P-0010203-T01-IM5	0.680970709744132	0.6
P-0010207-T01-IM5	0.333089568861707	0.2
P-0010219-T01-IM5	0.6463183354753	0.4
P-0010238-T01-IM5	0.752429372418077	0.5
P-0010243-T01-IM5	NA	0.4
P-0010268-T01-IM5	0.88455811792538	0.5
P-0010275-T01-IM5	0.380294647902849	0.3
P-0010308-T01-IM5	NA	0.5
P-0010330-T01-IM5	NA	0.4
P-0010342-T01-IM5	NA	0.3
P-0010343-T01-IM5	NA	0.4
P-0010350-T01-IM5	NA	0.4
P-0010352-T01-IM5	NA	0.4
P-0010360-T01-IM5	0.470395629998394	0.6
P-0010363-T01-IM5	NA	0.3
P-0010364-T01-IM5	NA	0.6
P-0010365-T01-IM5	0.392447920129556	0.5
P-0010367-T01-IM5	0.546727950323352	0.3
P-0010393-T01-IM5	0.210995091783202	0.5
P-0010406-T01-IM5	NA	0.2
P-0010407-T01-IM5	NA	0.2
P-0010422-T01-IM5	0.397945305919527	0.2
P-0010425-T01-IM5	NA	0.3
P-0010428-T01-IM5	0.244538501078171	0.4
P-0010432-T01-IM5	NA	0.1
P-0010497-T01-IM5	0.214021048604022	0.5
P-0010499-T01-IM5	NA	0.2
P-0010504-T01-IM5	NA	0.4
P-0010506-T01-IM5	NA	0.3
P-0010509-T01-IM5	0.202273102644856	0.4
P-0010512-T01-IM5	0.380489674831368	0.2
P-0010513-T01-IM5	NA	0.5
P-0010535-T01-IM5	NA	0.3
P-0010581-T01-IM5	0.446016629440698	0.4
P-0010587-T01-IM5	0.3	0.3
P-0010599-T01-IM5	NA	0.6
P-0010627-T01-IM5	NA	0.3
P-0010665-T01-IM5	NA	0.2
P-0010673-T01-IM5	0.500419140508917	0.3
P-0010680-T01-IM5	0.394359240146648	0.5
P-0010710-T01-IM5	0.705703624642922	0.4
P-0010734-T01-IM5	0.395650315085326	0.5
P-0010742-T01-IM5	0.525467415073664	0.3
P-0010749-T01-IM5	0.310672276730238	0.2
P-0010751-T01-IM5	NA	0.2
P-0010781-T01-IM5	0.3	0.2
P-0010783-T01-IM5	0.40757614611909	0.5
P-0010798-T01-IM5	0.520684751972706	0.45
P-0010832-T01-IM5	NA	0.35
P-0010861-T01-IM5	0.292594548956239	0.3
P-0010898-T01-IM5	NA	0.2
P-0010929-T01-IM5	0.254579524698402	0.5
P-0010932-T01-IM5	NA	0.15
P-0010959-T01-IM5	0.127764272457268	0.4
P-0010960-T01-IM5	0.295426043663152	0.3
P-0010965-T01-IM5	0.592796871572131	0.5
P-0010966-T01-IM5	NA	0.1
P-0010968-T01-IM5	NA	0.6
P-0010985-T01-IM5	0.414483205162976	0.7
P-0011014-T01-IM5	0.207540131962962	0.4
P-0011027-T01-IM5	0.297380971874755	0.65
P-0011039-T01-IM5	NA	0.65
P-0011068-T01-IM5	0.331248505960455	0.4
P-0011071-T01-IM5	0.429310703988237	0.4
P-0011074-T01-IM5	0.750853731242077	0.8
P-0011084-T02-IM5	NA	0.1
P-0011108-T01-IM5	0.792427304843454	0.4
P-0011109-T01-IM5	0.505553885165907	0.7
P-0011110-T01-IM5	0.425048603119868	0.6
P-0011120-T01-IM5	NA	0.75
P-0011124-T01-IM5	0.309049937765215	0.6
P-0011131-T01-IM5	0.702454721652031	0.35
P-0011144-T01-IM5	NA	0.2
P-0011158-T01-IM5	NA	0.4
P-0011182-T01-IM5	NA	0.2
P-0011184-T01-IM5	NA	0.3
P-0011195-T01-IM5	0.162133557785931	0.1
P-0011226-T01-IM5	NA	0.25
P-0011235-T01-IM5	0.352353886700927	0.65
P-0011239-T02-IM5	0.546421442635798	0.3
P-0011255-T01-IM5	NA	0.3
P-0011258-T01-IM5	0.364898185866138	0.6
P-0011259-T01-IM5	0.3	0.2
P-0011264-T01-IM5	0.46332210529775	0.3
P-0011282-T01-IM5	0.341686701638222	0.3
P-0011283-T01-IM5	NA	0.45
P-0011287-T01-IM5	0.28441254166669	0.25
P-0011288-T01-IM5	0.693469429848685	0.5
P-0011291-T01-IM5	NA	0.1
P-0011296-T01-IM5	NA	0.8
P-0011300-T01-IM5	NA	0.8
P-0011306-T01-IM5	NA	0.7
P-0011324-T01-IM5	0.462628129330252	0.5
P-0011347-T01-IM5	0.346169817514057	0.5
P-0011357-T01-IM5	NA	0.2
P-0011366-T01-IM5	0.672196423400862	0.6
P-0011374-T01-IM5	0.456061400252238	0.7
P-0011380-T01-IM5	NA	0.3
P-0011384-T01-IM5	0.331647212622251	0.25
P-0011396-T01-IM5	0.284809036994035	0.2
P-0011446-T01-IM5	0.276784550551047	0.2
P-0011455-T01-IM5	0.397545571716705	0.4
P-0011468-T01-IM5	0.366968609062156	0.4
P-0011484-T01-IM5	NA	0.2
P-0011510-T01-IM5	0.306431980152281	0.25
P-0011511-T01-IM5	NA	0.1
P-0011512-T01-IM5	0.440754154293505	0.2
P-0011520-T01-IM5	0.603129753264865	0.3
P-0011533-T01-IM5	NA	0.3
P-0011545-T01-IM5	0.491927822788296	0.2
P-0011563-T01-IM5	0.332876518606555	0.3
P-0011603-T03-IM5	0.555559838866008	0.4
P-0012032-T01-IM5	NA	0.4
P-0012033-T01-IM5	NA	0.3
P-0012074-T01-IM5	NA	0.4
P-0012100-T01-IM5	0.507526672827771	0.15
P-0012110-T01-IM5	0.335393002867618	0.3
P-0012115-T01-IM5	0.3	0.1
P-0012133-T01-IM5	NA	0.1
P-0012135-T01-IM5	0.3	0.2
P-0012147-T01-IM5	0.568892019807689	0.6
P-0012233-T01-IM5	NA	0.3
P-0012249-T01-IM5	0.358901540896132	0.2
P-0012266-T01-IM5	NA	0.1
P-0012268-T01-IM5	0.326596284330663	0.2
P-0012277-T01-IM5	NA	0.3
P-0012281-T01-IM5	NA	0.3
P-0012313-T01-IM5	0.209722843371674	0.3
P-0012340-T01-IM5	0.3	0.3
P-0012366-T01-IM5	0.294032642038935	0.2
P-0012383-T01-IM5	0.40277678975915	0.3
P-0012384-T01-IM5	NA	0.1
P-0012389-T01-IM5	0.437543318522247	0.6
P-0012399-T01-IM5	0.511890166280681	0.3
P-0012402-T01-IM5	NA	0.4
P-0012406-T01-IM5	NA	0.3
P-0012415-T01-IM5	0.71649005276864	0.3
P-0012418-T01-IM5	0.289501972326974	0.4
P-0012418-T02-IM5	0.459381912952218	0.2
P-0012419-T01-IM5	NA	0.2
P-0012426-T01-IM5	NA	NA
P-0012447-T01-IM5	0.506974959423853	0.4
P-0012554-T01-IM5	NA	0.8
P-0012566-T01-IM5	NA	0.3
P-0012623-T01-IM5	NA	0.6
P-0012625-T01-IM5	NA	0.2
P-0012653-T01-IM5	0.662299336069639	0.4
P-0012653-T02-IM5	0.571385805452488	0.5
P-0012680-T01-IM5	NA	0.4
P-0012683-T01-IM5	0.414766460772819	0.8
P-0012685-T01-IM5	NA	0.1
P-0012695-T01-IM5	NA	0.3
P-0012708-T01-IM5	0.200275253261062	0.2
P-0012722-T01-IM5	NA	0.6
P-0012723-T01-IM5	NA	0.6
P-0012728-T01-IM5	NA	0.8
P-0012738-T01-IM5	NA	0.2
P-0012742-T01-IM5	0.571544816245128	0.5
P-0012747-T01-IM5	0.88248178130837	0.6
P-0012779-T01-IM5	NA	0.3
P-0012781-T01-IM5	NA	0.1
P-0012810-T01-IM5	NA	0.7
P-0012823-T01-IM5	NA	0.6
P-0012823-T02-IM5	NA	0.4
P-0012847-T01-IM5	0.295713610698317	0.3
P-0012877-T01-IM5	NA	0.8
P-0012878-T01-IM5	0.202886319546257	0.2
P-0012900-T01-IM5	0.397298662153064	0.5
P-0012912-T01-IM5	NA	0.2
P-0012965-T01-IM5	NA	0.4
P-0012974-T01-IM5	NA	0.4
P-0013010-T01-IM5	0.324514216623222	0.6
P-0013020-T01-IM5	NA	0.2
P-0013055-T01-IM5	0.604446866815713	0.5
P-0013062-T01-IM5	NA	0.1
P-0013082-T01-IM5	0.367217288698337	0.6
P-0013087-T01-IM5	NA	0.2
P-0013088-T01-IM5	0.576102691951743	0.4
P-0013096-T01-IM5	0.3	0.3
P-0013103-T01-IM5	0.715776699234529	0.3
P-0013121-T02-IM5	0.751243637108651	0.7
P-0013121-T03-IM5	0.60927852422618	0.5
P-0013144-T01-IM5	NA	0.5
P-0013146-T01-IM5	0.217688011576452	0.2
P-0013156-T01-IM5	NA	0.4
P-0013159-T01-IM5	NA	0.1
P-0013169-T01-IM5	NA	0.2
P-0013186-T01-IM5	NA	0.4
P-0013201-T01-IM5	NA	0.6
P-0013227-T01-IM5	0.3	0.3
P-0013258-T01-IM5	0.558116650762907	0.8
P-0013263-T01-IM5	NA	0.2
P-0013277-T01-IM5	0.851985186153156	0.3
P-0013285-T01-IM5	NA	0.8
P-0013300-T01-IM5	NA	0.3
P-0013354-T01-IM5	0.610213822052419	0.5
P-0013357-T01-IM5	0.555545335796768	0.7
P-0013374-T01-IM5	NA	0.2
P-0013375-T01-IM5	0.722125487049418	0.4
P-0013395-T01-IM5	0.252535477332006	0.2
P-0013397-T01-IM5	NA	0.2
P-0013400-T01-IM5	NA	0.3
P-0013404-T01-IM5	NA	0.6
P-0013407-T01-IM5	0.454478941678938	0.3
P-0013441-T01-IM5	0.300223816002591	0.1
P-0013461-T01-IM5	0.501519494611281	0.5
P-0013462-T01-IM5	NA	0.3
P-0013488-T01-IM5	NA	0.5
P-0013492-T01-IM5	NA	0.3
P-0013495-T01-IM5	NA	0.1
P-0013551-T01-IM5	0.379804133697641	0.3
P-0013594-T01-IM5	0.541787734026234	0.6
P-0013648-T01-IM5	NA	0.4
P-0013704-T01-IM5	0.279895625743045	0.3
P-0013735-T01-IM5	0.275231117706953	0.4
P-0013758-T01-IM5	0.300502863320874	0.2
P-0013760-T01-IM5	0.174887790595334	0.2
P-0013772-T01-IM5	NA	0.2
P-0013784-T01-IM5	0.313514002140062	0.1
P-0013785-T01-IM5	0.357824027523053	0.5
P-0013786-T01-IM5	0.579605932249771	0.4
P-0013787-T01-IM5	NA	0.4
P-0013788-T01-IM5	0.263025363078658	0.4
P-0013799-T01-IM5	0.41468796916481	0.3
P-0013820-T01-IM5	0.625784554332573	0.3
P-0013822-T02-IM6	0.282788909706118	0.3
P-0013828-T01-IM5	0.605803690358161	0.4
P-0013856-T01-IM5	0.659187600415787	0.4
P-0013876-T01-IM5	0.387447843483145	0.5
P-0013881-T01-IM5	NA	0.6
P-0013894-T01-IM5	NA	0.2
P-0013897-T01-IM5	0.491578885360121	0.4
P-0013907-T01-IM5	0.300636363562642	0.2
P-0013929-T01-IM5	0.226097311874972	0.3
P-0013941-T01-IM5	0.26804002217598	0.3
P-0013947-T01-IM5	NA	0.1
P-0013955-T01-IM5	0.35599167460047	0.5
P-0013963-T01-IM5	0.224711205076245	0.2
P-0013975-T01-IM5	NA	0.4
P-0013981-T01-IM5	0.38171093588671	0.4
P-0013982-T01-IM5	0.730717912843888	0.7
P-0014010-T01-IM5	0.377420205929201	0.4
P-0014020-T01-IM5	0.25936727914625	0.1
P-0014021-T01-IM5	0.567054865925052	0.3
P-0014026-T01-IM5	0.454557245094604	0.5
P-0014042-T01-IM5	NA	0.3
P-0014066-T01-IM5	0.737659287278142	0.6
P-0014116-T01-IM5	0.328289437694941	0.3
P-0014119-T01-IM5	NA	0.6
P-0014133-T01-IM5	NA	0.6
P-0014143-T01-IM5	0.214296781017634	0.8
P-0014168-T01-IM5	0.303092525143439	0.1
P-0014182-T01-IM6	NA	0.3
P-0014190-T01-IM6	NA	0.1
P-0014195-T01-IM6	0.402464448216604	0.4
P-0014252-T01-IM6	0.394157967827792	0.4
P-0014258-T01-IM6	NA	0.4
P-0014296-T01-IM6	0.870720458030592	0.3
P-0014404-T01-IM6	0.279303864204082	0.2
P-0014415-T01-IM6	NA	0.1
